programming_language,tools_programming_languages,salary_monthly_NETO,salary_monthly_BRUTO,cured_programming_languages
sql,"HTML, Perl, SQL",80000.0,80000.0,"['html', 'perl', 'sql']"
bash/shell,"Bash/Shell, C, C++, PHP, Python, SQL",99825.0,99825.0,"['bash/shell', 'c', 'c++', 'php', 'python', 'sql']"
c,"Bash/Shell, C, C++, PHP, Python, SQL",99825.0,99825.0,"['bash/shell', 'c', 'c++', 'php', 'python', 'sql']"
c++,"Bash/Shell, C, C++, PHP, Python, SQL",99825.0,99825.0,"['bash/shell', 'c', 'c++', 'php', 'python', 'sql']"
php,"Bash/Shell, C, C++, PHP, Python, SQL",99825.0,99825.0,"['bash/shell', 'c', 'c++', 'php', 'python', 'sql']"
python,"Bash/Shell, C, C++, PHP, Python, SQL",99825.0,99825.0,"['bash/shell', 'c', 'c++', 'php', 'python', 'sql']"
sql,"Bash/Shell, C, C++, PHP, Python, SQL",99825.0,99825.0,"['bash/shell', 'c', 'c++', 'php', 'python', 'sql']"
bash/shell,"Bash/Shell, C, CSS, HTML, Javascript, Python, SQL",50000.0,60000.0,"['bash/shell', 'c', 'css', 'html', 'javascript', 'python', 'sql']"
c,"Bash/Shell, C, CSS, HTML, Javascript, Python, SQL",50000.0,60000.0,"['bash/shell', 'c', 'css', 'html', 'javascript', 'python', 'sql']"
css,"Bash/Shell, C, CSS, HTML, Javascript, Python, SQL",50000.0,60000.0,"['bash/shell', 'c', 'css', 'html', 'javascript', 'python', 'sql']"
html,"Bash/Shell, C, CSS, HTML, Javascript, Python, SQL",50000.0,60000.0,"['bash/shell', 'c', 'css', 'html', 'javascript', 'python', 'sql']"
javascript,"Bash/Shell, C, CSS, HTML, Javascript, Python, SQL",50000.0,60000.0,"['bash/shell', 'c', 'css', 'html', 'javascript', 'python', 'sql']"
python,"Bash/Shell, C, CSS, HTML, Javascript, Python, SQL",50000.0,60000.0,"['bash/shell', 'c', 'css', 'html', 'javascript', 'python', 'sql']"
sql,"Bash/Shell, C, CSS, HTML, Javascript, Python, SQL",50000.0,60000.0,"['bash/shell', 'c', 'css', 'html', 'javascript', 'python', 'sql']"
net,".NET, Assembler, C, C++, C#, Delphi, Matlab, PHP, SQL",73413.5,88450.0,"['net', 'assembler', 'c', 'c++', 'c#', 'delphi', 'matlab', 'php', 'sql']"
c,".NET, Assembler, C, C++, C#, Delphi, Matlab, PHP, SQL",73413.5,88450.0,"['net', 'assembler', 'c', 'c++', 'c#', 'delphi', 'matlab', 'php', 'sql']"
c++,".NET, Assembler, C, C++, C#, Delphi, Matlab, PHP, SQL",73413.5,88450.0,"['net', 'assembler', 'c', 'c++', 'c#', 'delphi', 'matlab', 'php', 'sql']"
c#,".NET, Assembler, C, C++, C#, Delphi, Matlab, PHP, SQL",73413.5,88450.0,"['net', 'assembler', 'c', 'c++', 'c#', 'delphi', 'matlab', 'php', 'sql']"
php,".NET, Assembler, C, C++, C#, Delphi, Matlab, PHP, SQL",73413.5,88450.0,"['net', 'assembler', 'c', 'c++', 'c#', 'delphi', 'matlab', 'php', 'sql']"
sql,".NET, Assembler, C, C++, C#, Delphi, Matlab, PHP, SQL",73413.5,88450.0,"['net', 'assembler', 'c', 'c++', 'c#', 'delphi', 'matlab', 'php', 'sql']"
java,"Java, Javascript, TypeScript",90000.0,115200.0,"['java', 'javascript', 'typescript']"
javascript,"Java, Javascript, TypeScript",90000.0,115200.0,"['java', 'javascript', 'typescript']"
typescript,"Java, Javascript, TypeScript",90000.0,115200.0,"['java', 'javascript', 'typescript']"
bash/shell,"Bash/Shell, CSS, Javascript",29050.0,35000.0,"['bash/shell', 'css', 'javascript']"
css,"Bash/Shell, CSS, Javascript",29050.0,35000.0,"['bash/shell', 'css', 'javascript']"
javascript,"Bash/Shell, CSS, Javascript",29050.0,35000.0,"['bash/shell', 'css', 'javascript']"
c++,C++,52000.0,61000.0,['c++']
abap,ABAP,40000.0,50657.0,['abap']
bash/shell,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",90000.0,120000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']"
css,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",90000.0,120000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']"
html,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",90000.0,120000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']"
javascript,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",90000.0,120000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']"
php,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",90000.0,120000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']"
sql,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",90000.0,120000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']"
bash/shell,"Bash/Shell, CSS, HTML, Java, Javascript, SQL, TypeScript",108000.0,149000.0,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql', 'typescript']"
css,"Bash/Shell, CSS, HTML, Java, Javascript, SQL, TypeScript",108000.0,149000.0,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql', 'typescript']"
html,"Bash/Shell, CSS, HTML, Java, Javascript, SQL, TypeScript",108000.0,149000.0,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql', 'typescript']"
java,"Bash/Shell, CSS, HTML, Java, Javascript, SQL, TypeScript",108000.0,149000.0,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql', 'typescript']"
javascript,"Bash/Shell, CSS, HTML, Java, Javascript, SQL, TypeScript",108000.0,149000.0,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql', 'typescript']"
sql,"Bash/Shell, CSS, HTML, Java, Javascript, SQL, TypeScript",108000.0,149000.0,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql', 'typescript']"
typescript,"Bash/Shell, CSS, HTML, Java, Javascript, SQL, TypeScript",108000.0,149000.0,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql', 'typescript']"
bash/shell,"Bash/Shell, CSS, HTML, Javascript, Python, SQL, SCSS",116000.0,159000.0,"['bash/shell', 'css', 'html', 'javascript', 'python', 'sql', 'scss']"
css,"Bash/Shell, CSS, HTML, Javascript, Python, SQL, SCSS",116000.0,159000.0,"['bash/shell', 'css', 'html', 'javascript', 'python', 'sql', 'scss']"
html,"Bash/Shell, CSS, HTML, Javascript, Python, SQL, SCSS",116000.0,159000.0,"['bash/shell', 'css', 'html', 'javascript', 'python', 'sql', 'scss']"
javascript,"Bash/Shell, CSS, HTML, Javascript, Python, SQL, SCSS",116000.0,159000.0,"['bash/shell', 'css', 'html', 'javascript', 'python', 'sql', 'scss']"
python,"Bash/Shell, CSS, HTML, Javascript, Python, SQL, SCSS",116000.0,159000.0,"['bash/shell', 'css', 'html', 'javascript', 'python', 'sql', 'scss']"
sql,"Bash/Shell, CSS, HTML, Javascript, Python, SQL, SCSS",116000.0,159000.0,"['bash/shell', 'css', 'html', 'javascript', 'python', 'sql', 'scss']"
css,"CSS, HTML, Javascript, PHP, SQL",60000.0,60000.0,"['css', 'html', 'javascript', 'php', 'sql']"
html,"CSS, HTML, Javascript, PHP, SQL",60000.0,60000.0,"['css', 'html', 'javascript', 'php', 'sql']"
javascript,"CSS, HTML, Javascript, PHP, SQL",60000.0,60000.0,"['css', 'html', 'javascript', 'php', 'sql']"
php,"CSS, HTML, Javascript, PHP, SQL",60000.0,60000.0,"['css', 'html', 'javascript', 'php', 'sql']"
sql,"CSS, HTML, Javascript, PHP, SQL",60000.0,60000.0,"['css', 'html', 'javascript', 'php', 'sql']"
sql,SQL,75000.0,95000.0,['sql']
net,".NET, Assembler, C, C++, C#, Dart, Go, Javascript, Objective-C, PHP, SQL, Swift, TypeScript, VBA",115000.0,145000.0,"['net', 'assembler', 'c', 'c++', 'c#', 'dart', 'go', 'javascript', 'objectivec', 'php', 'sql', 'swift', 'typescript', 'vba']"
c,".NET, Assembler, C, C++, C#, Dart, Go, Javascript, Objective-C, PHP, SQL, Swift, TypeScript, VBA",115000.0,145000.0,"['net', 'assembler', 'c', 'c++', 'c#', 'dart', 'go', 'javascript', 'objectivec', 'php', 'sql', 'swift', 'typescript', 'vba']"
c++,".NET, Assembler, C, C++, C#, Dart, Go, Javascript, Objective-C, PHP, SQL, Swift, TypeScript, VBA",115000.0,145000.0,"['net', 'assembler', 'c', 'c++', 'c#', 'dart', 'go', 'javascript', 'objectivec', 'php', 'sql', 'swift', 'typescript', 'vba']"
c#,".NET, Assembler, C, C++, C#, Dart, Go, Javascript, Objective-C, PHP, SQL, Swift, TypeScript, VBA",115000.0,145000.0,"['net', 'assembler', 'c', 'c++', 'c#', 'dart', 'go', 'javascript', 'objectivec', 'php', 'sql', 'swift', 'typescript', 'vba']"
go,".NET, Assembler, C, C++, C#, Dart, Go, Javascript, Objective-C, PHP, SQL, Swift, TypeScript, VBA",115000.0,145000.0,"['net', 'assembler', 'c', 'c++', 'c#', 'dart', 'go', 'javascript', 'objectivec', 'php', 'sql', 'swift', 'typescript', 'vba']"
javascript,".NET, Assembler, C, C++, C#, Dart, Go, Javascript, Objective-C, PHP, SQL, Swift, TypeScript, VBA",115000.0,145000.0,"['net', 'assembler', 'c', 'c++', 'c#', 'dart', 'go', 'javascript', 'objectivec', 'php', 'sql', 'swift', 'typescript', 'vba']"
php,".NET, Assembler, C, C++, C#, Dart, Go, Javascript, Objective-C, PHP, SQL, Swift, TypeScript, VBA",115000.0,145000.0,"['net', 'assembler', 'c', 'c++', 'c#', 'dart', 'go', 'javascript', 'objectivec', 'php', 'sql', 'swift', 'typescript', 'vba']"
sql,".NET, Assembler, C, C++, C#, Dart, Go, Javascript, Objective-C, PHP, SQL, Swift, TypeScript, VBA",115000.0,145000.0,"['net', 'assembler', 'c', 'c++', 'c#', 'dart', 'go', 'javascript', 'objectivec', 'php', 'sql', 'swift', 'typescript', 'vba']"
swift,".NET, Assembler, C, C++, C#, Dart, Go, Javascript, Objective-C, PHP, SQL, Swift, TypeScript, VBA",115000.0,145000.0,"['net', 'assembler', 'c', 'c++', 'c#', 'dart', 'go', 'javascript', 'objectivec', 'php', 'sql', 'swift', 'typescript', 'vba']"
typescript,".NET, Assembler, C, C++, C#, Dart, Go, Javascript, Objective-C, PHP, SQL, Swift, TypeScript, VBA",115000.0,145000.0,"['net', 'assembler', 'c', 'c++', 'c#', 'dart', 'go', 'javascript', 'objectivec', 'php', 'sql', 'swift', 'typescript', 'vba']"
vba,".NET, Assembler, C, C++, C#, Dart, Go, Javascript, Objective-C, PHP, SQL, Swift, TypeScript, VBA",115000.0,145000.0,"['net', 'assembler', 'c', 'c++', 'c#', 'dart', 'go', 'javascript', 'objectivec', 'php', 'sql', 'swift', 'typescript', 'vba']"
sql,SQL,56000.0,67000.0,['sql']
net,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",41500.0,50000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
